1	3
2	31
3	50
4	41
5	54
6	14
7	43
8	6
9	3
10	1
11	10
12	23
13	29
14	33
15	75
16	3
17	1
18	8
19	7
20	4
21	10
22	13
23	27
24	1
25	53
26	28
27	97
28	50
29	78
30	54
31	25
32	15
33	50
34	1
35	15
36	74
37	23
38	51
39	111
40	111
41	98
42	180
43	145
44	205
45	161
46	13
47	116
48	46
49	196
50	124
51	109
52	157
53	175
54	21
55	46
56	100
57	39
58	165
59	33
60	15
61	3
62	38
63	23
64	3
65	185
66	50
67	180
68	132
69	114
70	168
71	108
72	209
73	32
74	61
75	99
76	235
77	177
78	61
79	208
80	35
81	222
82	121
83	51
84	198
85	113
86	9
87	93
88	16
89	46
90	11
91	34
92	131
93	105
94	1
95	54
96	92
97	319
98	187
99	17
100	140
101	62
102	87
103	71
104	55
105	142
106	133
107	264
108	67
109	264
110	111
111	78
112	11
113	98
114	103
115	356
116	291
117	47
118	255
119	439
120	189
121	377
122	149
123	1
124	38
125	225
126	76
127	13
128	425
129	73
130	250
131	29
132	373
133	9
134	182
135	8
136	31
137	7
138	111
139	219
140	392
141	222
142	79
143	166
144	191
145	368
146	361
147	132
148	440
149	9
150	9
151	17
152	41
153	51
154	31
155	27
156	4
157	411
158	1
159	26
160	18
161	64
162	144
163	11
164	2
165	11
166	64
167	276
168	246
169	170
170	200
171	16
172	29
173	1
174	184
175	226
176	219
177	100
178	180
179	106
180	140
181	204
182	114
183	2
184	18
185	2
186	529
187	1
188	4
189	76
190	167
191	56
192	267
193	468
194	12
195	13
196	423
197	286
198	418
199	20
200	82
201	54
202	12
203	407
204	54
205	442
206	279
207	305
208	164
209	341
210	249
211	8
212	526
213	382
214	99
215	9
216	153
217	311
218	176
219	40
220	366
221	198
222	91
223	91
224	153
225	346
226	195
227	168
228	291
229	311
230	2
231	308
232	361
233	333
234	123
235	17
236	2
237	100
238	12
239	147
240	2
241	148
242	37
243	247
244	53
245	47
246	239
247	98
248	138
249	56
250	2
251	3
252	190
253	325
254	113
255	144
256	178
257	99
258	92
259	325
260	313
261	36
262	364
263	99
264	175
265	25
266	31
267	5
268	183
269	74
270	379
271	198
272	156
273	11
274	167
275	21
276	4
277	470
278	2
279	38
280	235
281	383
282	101
283	367
284	251
285	153
286	484
287	115
288	59
289	135
290	119
291	18
292	1
293	286
294	128
295	318
296	1
297	335
298	263
299	204
300	266
301	516
302	109
303	478
304	416
305	179
306	97
307	269
308	265
309	470
310	149
311	157
312	295
313	427
314	1
315	468
316	1
317	502
318	132
319	63
320	1
321	339
322	325
323	294
324	165
325	7
326	163
327	278
328	3
329	8
330	251
331	33
332	212
333	28
334	165
335	269
336	281
337	361
338	420
339	185
340	436
341	463
342	3
343	528
344	189
345	233
346	348
347	371
348	87
349	435
350	156
351	10
352	66
353	82
354	321
355	51
356	413
357	65
358	14
359	270
360	266
361	358
362	305
363	281
364	43
365	196
366	11
367	438
368	35
369	66
370	3
371	133
372	80
373	24
374	316
375	143
376	1
377	246
378	111
379	173
380	83
381	258
382	5
383	212
384	132
385	476
386	54
387	19
388	478
389	127
390	283
391	393
392	521
393	385
394	399
395	131
396	468
397	2
398	460
399	343
400	164
401	1
402	435
403	84
404	132
405	155
406	302
407	229
408	14
409	447
410	409
411	321
412	267
413	174
414	7
415	316
416	504
417	439
418	9
419	77
420	396
421	305
422	41
423	478
424	225
425	24
426	361
427	117
428	299
429	501
430	66
431	17
432	205
433	9
434	392
435	254
436	25
437	197
438	246
439	254
440	210
441	23
442	244
443	61
444	395
445	23
446	71
447	131
448	10
449	194
450	56
451	26
452	292
453	28
454	179
455	366
456	474
457	377
458	363
459	13
460	3
461	8
462	268
463	227
464	135
465	137
466	39
467	140
468	380
469	109
470	383
471	135
472	66
473	71
474	517
475	403
476	13
477	126
478	154
479	383
480	31
481	266
482	145
483	405
484	88
485	11
486	38
487	68
488	308
489	199
490	202
491	7
492	272
493	219
494	131
495	506
496	325
497	47
498	26
499	174
500	172
501	5
502	64
503	389
504	166
505	510
506	406
507	63
508	10
509	1
510	406
511	353
512	74
513	293
514	19
515	179
516	145
517	378
518	214
519	167
520	60
521	307
522	9
523	3
524	230
525	3
526	500
527	257
528	4
529	50
530	187
531	191
532	422
533	334
534	17
535	20
536	43
537	513
538	1
539	11
540	155
541	94
542	40
543	159
544	384
545	290
546	338
547	436
548	116
549	453
550	359
551	507
552	235
553	224
554	191
555	340
556	164
557	58
558	8
559	238
560	41
561	278
562	177
563	127
564	4
565	428
566	124
567	1
568	53
569	494
570	12
571	100
572	314
573	10
574	44
575	426
576	7
577	340
578	208
579	116
580	32
581	16
582	90
583	27
584	390
585	169
586	135
587	209
588	140
589	164
590	276
591	23
592	311
593	353
594	14
595	3
596	528
597	28
598	83
599	71
600	249
601	167
602	204
603	402
604	183
605	322
606	169
607	19
608	400
609	187
610	430
611	527
612	32
613	94
614	110
615	283
616	215
617	298
618	1
619	374
620	22
621	103
622	61
623	26
624	255
625	177
626	142
627	525
628	18
629	47
630	13
631	1
632	170
633	411
634	390
635	36
636	28
637	455
638	17
639	70
640	99
641	39
642	259
643	289
644	57
645	6
646	398
647	82
648	2
649	444
650	20
651	514
652	11
653	67
654	242
655	49
656	317
657	12
658	65
659	282
660	1
661	1
662	215
663	158
664	226
665	503
666	437
667	2
668	2
669	22
670	129
671	191
672	67
673	5
674	119
675	241
676	230
677	185
678	489
679	309
680	409
681	77
682	210
683	64
684	163
685	23
686	312
687	406
688	391
689	40
690	512
691	147
692	194
693	188
694	114
695	447
696	91
697	41
698	225
699	61
700	240
701	21
702	200
703	11
704	73
705	260
706	44
707	1
708	333
709	311
710	20
711	292
712	65
713	2
714	376
715	37
716	18
717	3
718	82
719	89
720	264
721	320
722	90
723	68
724	342
725	2
726	328
727	21
728	21
729	510
730	150
731	122
732	7
733	239
734	26
735	247
736	497
737	487
738	288
739	416
740	82
741	245
742	324
743	49
744	314
745	510
746	19
747	24
748	1
749	265
750	71
751	24
752	31
753	177
754	29
755	66
756	407
757	47
758	2
759	5
760	13
761	3
762	527
763	27
764	264
765	15
766	295
767	49
768	65
769	1
770	83
771	107
772	15
773	1
774	216
775	227
776	219
777	486
778	2
779	120
780	18
781	458
782	73
783	8
784	299
785	9
786	528
787	488
788	419
789	401
790	14
791	9
792	278
793	2
794	153
795	170
796	10
797	8
798	447
799	106
800	239
801	99
802	29
803	163
804	235
805	499
806	2
807	56
808	15
809	11
810	23
811	12
812	58
813	339
814	76
815	312
816	6
817	150
818	277
819	520
820	310
821	1
822	376
823	502
824	18
825	100
826	256
827	64
828	2
829	466
830	24
831	1
832	196
833	450
834	105
835	442
836	52
837	19
838	4
839	29
840	2
841	2
842	169
843	50
844	313
845	262
846	239
847	524
848	7
849	130
850	457
851	110
852	265
853	98
854	244
855	229
856	476
857	74
858	1
859	46
860	332
861	58
862	393
863	440
864	108
865	364
866	187
867	8
868	31
869	159
870	336
871	264
872	16
873	107
874	42
875	258
876	517
877	189
878	357
879	4
880	236
881	457
882	81
883	70
884	118
885	456
886	220
887	126
888	50
889	257
890	421
891	202
892	134
893	402
894	300
895	272
896	213
897	51
898	243
899	125
900	116
901	56
902	373
903	378
904	51
905	1
906	174
907	217
908	209
909	154
910	1
911	4
912	9
913	5
914	515
915	413
916	49
917	445
918	8
919	432
920	39
921	31
922	212
923	80
924	260
925	287
926	412
927	48
928	2
929	205
930	218
931	254
932	325
933	15
934	507
935	146
936	178
937	292
938	6
939	155
940	75
941	293
942	6
943	318
944	182
945	100
946	194
947	4
948	63
949	12
950	407
951	504
952	212
953	282
954	14
955	13
956	293
957	1
958	198
959	1
960	193
961	22
962	271
963	369
964	102
965	15
966	40
967	453
968	508
969	168
970	39
971	248
972	202
973	4
974	394
975	77
976	1
977	476
978	237
979	23
980	198
981	392
982	45
983	21
984	161
985	3
986	516
987	170
988	417
989	382
990	10
991	69
992	132
993	498
994	212
995	99
996	127
997	406
998	6
999	8
1000	480
1001	56
1002	349
1003	188
1004	208
1005	86
1006	424
1007	51
1008	97
1009	10
1010	155
1011	12
1012	78
1013	206
1014	440
1015	280
1016	189
1017	84
1018	313
1019	3
1020	205
1021	260
1022	32
1023	152
1024	126
1025	444
1026	178
1027	3
1028	314
1029	94
1030	1
1031	416
1032	188
1033	282
1034	263
1035	80
1036	7
1037	376
1038	6
1039	219
1040	355
1041	3
1042	441
1043	87
1044	130
1045	5
1046	285
1047	193
1048	257
1049	432
1050	300
1051	365
1052	231
1053	227
1054	495
1055	20
1056	152
1057	334
1058	104
1059	186
1060	1
1061	194
1062	46
1063	161
1064	382
1065	2
1066	121
1067	21
1068	5
1069	444
1070	135
1071	36
1072	99
1073	96
1074	38
1075	138
1076	138
1077	257
1078	415
1079	176
1080	148
1081	162
1082	331
1083	21
1084	127
1085	296
1086	78
1087	437
1088	61
1089	18
1090	117
1091	209
1092	27
1093	207
1094	237
1095	369
1096	393
1097	89
1098	150
1099	252
1100	197
1101	299
1102	110
1103	2
1104	129
1105	72
1106	419
1107	13
1108	133
1109	175
1110	1
1111	13
1112	8
1113	469
1114	115
1115	46
1116	304
1117	137
1118	104
1119	71
1120	49
1121	202
1122	131
1123	212
1124	79
1125	171
1126	32
1127	460
1128	1
1129	59
1130	4
1131	246
1132	431
1133	22
1134	459
1135	25
1136	491
1137	158
1138	68
1139	17
1140	345
1141	71
1142	28
1143	15
1144	147
1145	304
1146	379
1147	88
1148	27
1149	157
1150	424
1151	470
1152	207
1153	385
1154	195
1155	37
1156	171
1157	240
1158	10
1159	191
1160	33
1161	20
1162	406
1163	114
1164	124
1165	240
1166	51
1167	107
1168	14
1169	272
1170	206
1171	207
1172	294
1173	390
1174	128
1175	3
1176	420
1177	421
1178	158
1179	151
1180	352
1181	320
1182	428
1183	183
1184	14
1185	91
1186	88
1187	89
1188	284
1189	139
1190	117
1191	83
1192	228
1193	45
1194	238
1195	212
1196	290
1197	86
1198	229
1199	5
1200	17
1201	514
1202	18
1203	46
1204	386
1205	182
1206	388
1207	3
1208	508
1209	149
1210	238
1211	90
1212	272
1213	1
1214	512
1215	54
1216	509
1217	412
1218	1
1219	33
1220	508
1221	3
1222	7
1223	32
1224	121
1225	391
1226	19
1227	8
1228	51
1229	28
1230	105
1231	338
1232	16
1233	8
1234	10
1235	6
1236	438
1237	439
1238	485
1239	10
1240	169
1241	73
1242	57
1243	19
1244	193
1245	280
1246	497
1247	18
1248	1
1249	115
1250	95
1251	97
1252	360
1253	7
1254	2
1255	186
1256	31
1257	71
1258	1
1259	169
1260	372
1261	36
1262	111
1263	172
1264	463
1265	18
1266	201
1267	56
1268	317
1269	20
1270	6
1271	268
1272	107
1273	69
1274	513
1275	288
1276	3
1277	25
1278	466
1279	371
1280	12
1281	26
1282	355
1283	367
1284	124
